counter,email,phoneNumber,creditCard,deviceID,billingAddress,shippingAddress,transactionID,fraud,ipPrefix
609,7214@gmail.com,542285345,5.67E+15,9500586-E32X-500,44284 FakeData Rd,68836 FakeData Rd,tx609,0,673.904.607.667
610,3475@gmail.com,439565025,5.81E+15,7562368-E32X-500,42750 FakeData Rd,45272 FakeData Rd,tx610,0,835.148.196.888
611,1999@gmail.com,899569437,5.47E+15,2152203-E32X-500,2512 FakeData Rd,82641 FakeData Rd,tx611,0,808.634.209.333
612,6674@gmail.com,547782471,5.74E+15,1288401-E32X-500,3011 FakeData Rd,36679 FakeData Rd,tx612,0,381.943.417.719
613,5510@gmail.com,540366518,5.31E+15,6069468-E32X-500,74495 FakeData Rd,52411 FakeData Rd,tx613,0,201.573.191.959
614,2214@gmail.com,675870952,5.23E+15,5434080-E32X-500,54239 FakeData Rd,80364 FakeData Rd,tx614,0,790.594.350.850
615,8081@gmail.com,747016360,5.26E+15,6497517-E32X-500,7400 FakeData Rd,51542 FakeData Rd,tx615,0,228.182.115.50
616,3851@gmail.com,678404396,5.62E+15,1534786-E32X-500,53912 FakeData Rd,39374 FakeData Rd,tx616,0,323.480.811.447
617,9897@gmail.com,487260428,5.37E+15,1890133-E32X-500,39542 FakeData Rd,77168 FakeData Rd,tx617,0,817.227.214.163
618,8838@gmail.com,413299478,5.87E+15,7165770-E32X-500,50668 FakeData Rd,31011 FakeData Rd,tx618,0,437.421.107.964
619,111@gmail.com,861024321,5.43E+15,2743012-E32X-500,22011 FakeData Rd,47438 FakeData Rd,tx619,1,521.188.470.137
620,1550@gmail.com,871142853,5.64E+15,7464443-E32X-500,76586 FakeData Rd,68922 FakeData Rd,tx620,0,258.805.259.120
621,1695@gmail.com,889665245,5.40E+15,566066-E32X-500,36066 FakeData Rd,6146 FakeData Rd,tx621,0,514.875.508.745
622,9951@gmail.com,438493284,5.58E+15,3052791-E32X-500,34095 FakeData Rd,78570 FakeData Rd,tx622,0,727.469.82.124
623,9955@gmail.com,749723545,5.48E+15,8468485-E32X-500,87122 FakeData Rd,12250 FakeData Rd,tx623,0,221.993.776.132
624,416@gmail.com,505094613,5.55E+15,5676594-E32X-500,41423 FakeData Rd,84379 FakeData Rd,tx624,0,287.476.813.117
625,9464@gmail.com,818466493,5.64E+15,2753403-E32X-500,2930 FakeData Rd,87045 FakeData Rd,tx625,0,436.393.218.953
626,1029@gmail.com,578795840,5.57E+15,5976090-E32X-500,63658 FakeData Rd,26996 FakeData Rd,tx626,0,708.690.117.535
627,7123@gmail.com,701994285,5.56E+15,1966331-E32X-500,84429 FakeData Rd,37462 FakeData Rd,tx627,0,533.321.281.384
628,1205@gmail.com,525831893,5.76E+15,468375-E32X-500,60415 FakeData Rd,55542 FakeData Rd,tx628,0,711.443.414.252
629,2522@gmail.com,896089156,5.63E+15,7076848-E32X-500,71483 FakeData Rd,71273 FakeData Rd,tx629,0,858.560.327.284
630,7121@gmail.com,823809806,5.84E+15,8145461-E32X-500,75535 FakeData Rd,68301 FakeData Rd,tx630,0,660.312.676.117
631,3148@gmail.com,816999235,5.36E+15,7605423-E32X-500,50954 FakeData Rd,32467 FakeData Rd,tx631,0,162.633.138.65
632,8394@gmail.com,818174327,5.26E+15,6462664-E32X-500,69678 FakeData Rd,63496 FakeData Rd,tx632,0,577.595.745.221
633,9258@gmail.com,467450503,5.82E+15,1960075-E32X-500,56335 FakeData Rd,60087 FakeData Rd,tx633,0,486.165.234.447
634,4891@gmail.com,713383885,5.61E+15,1063132-E32X-500,79999 FakeData Rd,68317 FakeData Rd,tx634,0,998.990.724.952
635,7169@gmail.com,864932864,5.44E+15,4812940-E32X-500,65322 FakeData Rd,49870 FakeData Rd,tx635,0,978.738.136.606
636,3387@gmail.com,754689370,5.24E+15,6662487-E32X-500,57276 FakeData Rd,35103 FakeData Rd,tx636,0,752.595.537.983
637,1597@gmail.com,802781483,5.21E+15,840060-E32X-500,88395 FakeData Rd,14142 FakeData Rd,tx637,0,272.461.165.41
638,4626@gmail.com,853977821,5.65E+15,2409437-E32X-500,20618 FakeData Rd,15121 FakeData Rd,tx638,0,351.479.533.461
639,8929@gmail.com,533746255,5.58E+15,2872747-E32X-500,66805 FakeData Rd,86637 FakeData Rd,tx639,0,577.221.650.718
640,8936@gmail.com,404736523,5.85E+15,8347718-E32X-500,42745 FakeData Rd,74891 FakeData Rd,tx640,0,883.364.48.493
641,3558@gmail.com,694520903,5.85E+15,8609587-E32X-500,15066 FakeData Rd,8867 FakeData Rd,tx641,0,146.936.109.311
642,9135@gmail.com,505906111,5.43E+15,4712853-E32X-500,51557 FakeData Rd,11771 FakeData Rd,tx642,0,183.952.59.239
643,1514@gmail.com,653447159,5.60E+15,9845746-E32X-500,48670 FakeData Rd,81990 FakeData Rd,tx643,0,871.711.775.374
644,5957@gmail.com,447059615,5.73E+15,5679634-E32X-500,2918 FakeData Rd,83195 FakeData Rd,tx644,0,166.918.836.92
645,3354@gmail.com,797268424,5.33E+15,276242-E32X-500,11478 FakeData Rd,5084 FakeData Rd,tx645,0,925.679.293.546
646,3361@gmail.com,477419074,5.58E+15,4225278-E32X-500,20203 FakeData Rd,37672 FakeData Rd,tx646,0,469.608.86.322
647,5922@gmail.com,733531981,5.38E+15,6300003-E32X-500,1100 FakeData Rd,67413 FakeData Rd,tx647,0,246.999.501.549
648,9461@gmail.com,860331016,5.52E+15,9799917-E32X-500,51738 FakeData Rd,71217 FakeData Rd,tx648,0,842.522.414.559
649,9800@gmail.com,667166135,5.54E+15,1522057-E32X-500,48914 FakeData Rd,80627 FakeData Rd,tx649,0,624.129.902.605
650,7672@gmail.com,884055157,5.26E+15,4588528-E32X-500,63401 FakeData Rd,41550 FakeData Rd,tx650,0,212.352.182.375
651,5582@gmail.com,460250745,5.29E+15,8237440-E32X-500,88652 FakeData Rd,78824 FakeData Rd,tx651,0,421.709.714.497
652,8564@gmail.com,543735612,5.62E+15,6878216-E32X-500,84673 FakeData Rd,33137 FakeData Rd,tx652,0,171.865.201.722
653,6205@gmail.com,684510311,5.39E+15,6979344-E32X-500,61588 FakeData Rd,73661 FakeData Rd,tx653,0,446.884.701.187
654,7979@gmail.com,735068578,5.63E+15,638172-E32X-500,73932 FakeData Rd,82158 FakeData Rd,tx654,0,271.884.973.792
655,9844@gmail.com,647515328,5.35E+15,933389-E32X-500,524 FakeData Rd,49659 FakeData Rd,tx655,0,490.353.253.646
656,6312@gmail.com,640319377,5.41E+15,5949678-E32X-500,61665 FakeData Rd,37776 FakeData Rd,tx656,0,546.723.918.148
657,231@gmail.com,504183129,5.90E+15,1322594-E32X-500,16963 FakeData Rd,20758 FakeData Rd,tx657,0,259.181.682.102
658,3029@gmail.com,420386515,5.64E+15,6377573-E32X-500,16082 FakeData Rd,67908 FakeData Rd,tx658,0,520.875.688.333
659,665@gmail.com,560692433,5.60E+15,2846155-E32X-500,71766 FakeData Rd,13590 FakeData Rd,tx659,0,337.333.347.472
660,4465@gmail.com,725722435,5.35E+15,3719696-E32X-500,2030 FakeData Rd,34284 FakeData Rd,tx660,0,928.129.402.735
661,6663@gmail.com,423478740,5.37E+15,9319584-E32X-500,27085 FakeData Rd,68032 FakeData Rd,tx661,0,470.633.231.808
662,7695@gmail.com,804165254,5.36E+15,1684064-E32X-500,72411 FakeData Rd,19301 FakeData Rd,tx662,0,499.256.891.735
663,1918@gmail.com,675779792,5.55E+15,8119329-E32X-500,73412 FakeData Rd,4929 FakeData Rd,tx663,0,215.929.896.647
664,1403@gmail.com,666730788,5.54E+15,1947929-E32X-500,23142 FakeData Rd,81012 FakeData Rd,tx664,0,201.429.815.925
665,430@gmail.com,670644346,5.30E+15,3516108-E32X-500,72454 FakeData Rd,15122 FakeData Rd,tx665,0,294.291.909.84
666,7224@gmail.com,619635168,5.39E+15,9831296-E32X-500,76804 FakeData Rd,71167 FakeData Rd,tx666,0,871.126.309.425
667,718@gmail.com,808753000,5.87E+15,3822281-E32X-500,34378 FakeData Rd,13774 FakeData Rd,tx667,0,579.312.908.210
668,8027@gmail.com,773689158,5.51E+15,4056597-E32X-500,25698 FakeData Rd,87903 FakeData Rd,tx668,0,400.499.375.2
669,5773@gmail.com,882009517,5.39E+15,9704196-E32X-500,57275 FakeData Rd,27899 FakeData Rd,tx669,0,583.392.164.602
670,2986@gmail.com,503580219,5.33E+15,2484099-E32X-500,11007 FakeData Rd,40948 FakeData Rd,tx670,0,708.922.769.370
671,1036@gmail.com,670542039,5.50E+15,3427105-E32X-500,29542 FakeData Rd,28799 FakeData Rd,tx671,0,503.568.309.510
672,6817@gmail.com,613760529,5.55E+15,8888863-E32X-500,87148 FakeData Rd,81248 FakeData Rd,tx672,0,159.950.403.131
673,6691@gmail.com,710924610,5.68E+15,4340791-E32X-500,42365 FakeData Rd,47238 FakeData Rd,tx673,0,348.151.122.65
674,9820@gmail.com,807864784,5.44E+15,2096572-E32X-500,31427 FakeData Rd,7881 FakeData Rd,tx674,0,536.703.881.442
675,3103@gmail.com,716296582,5.47E+15,3739294-E32X-500,14617 FakeData Rd,9302 FakeData Rd,tx675,0,456.145.495.810
676,7147@gmail.com,865938066,5.74E+15,1486521-E32X-500,42452 FakeData Rd,14405 FakeData Rd,tx676,0,196.687.834.298
677,182@gmail.com,843778715,5.77E+15,2401610-E32X-500,27574 FakeData Rd,84595 FakeData Rd,tx677,0,605.206.172.78
678,9853@gmail.com,844745740,5.88E+15,4170553-E32X-500,79917 FakeData Rd,35421 FakeData Rd,tx678,0,610.744.71.214
679,9522@gmail.com,605111255,5.77E+15,2149693-E32X-500,47651 FakeData Rd,2492 FakeData Rd,tx679,0,880.998.102.648
680,6591@gmail.com,435189629,5.75E+15,3926350-E32X-500,81037 FakeData Rd,81365 FakeData Rd,tx680,0,321.493.744.151
681,8419@gmail.com,763824071,5.62E+15,4907475-E32X-500,3236 FakeData Rd,12918 FakeData Rd,tx681,0,172.766.252.67
682,9024@gmail.com,485992983,5.31E+15,1951077-E32X-500,35814 FakeData Rd,33571 FakeData Rd,tx682,0,473.255.658.65
683,7599@gmail.com,506449649,5.54E+15,1297390-E32X-500,87872 FakeData Rd,15227 FakeData Rd,tx683,0,331.772.702.717
684,3706@gmail.com,436263649,5.66E+15,5794337-E32X-500,87736 FakeData Rd,47811 FakeData Rd,tx684,0,880.965.352.3
685,613@gmail.com,523731696,5.86E+15,8899645-E32X-500,25448 FakeData Rd,71060 FakeData Rd,tx685,0,667.479.229.326
686,1243@gmail.com,854767007,5.30E+15,2521547-E32X-500,19704 FakeData Rd,41854 FakeData Rd,tx686,0,338.622.458.643
687,8109@gmail.com,686473034,5.69E+15,3181447-E32X-500,85379 FakeData Rd,64275 FakeData Rd,tx687,0,748.870.296.42
688,8655@gmail.com,523164099,5.60E+15,5705989-E32X-500,47029 FakeData Rd,44316 FakeData Rd,tx688,0,231.150.853.580
689,4459@gmail.com,440975300,5.54E+15,5527382-E32X-500,56076 FakeData Rd,58688 FakeData Rd,tx689,0,656.978.461.410
690,9527@gmail.com,656351138,5.65E+15,5940951-E32X-500,89680 FakeData Rd,73030 FakeData Rd,tx690,0,515.937.443.556
691,7723@gmail.com,553708488,5.56E+15,5548952-E32X-500,85541 FakeData Rd,41007 FakeData Rd,tx691,0,261.550.915.361
692,8888@gmail.com,609290216,5.26E+15,636299-E32X-500,41485 FakeData Rd,26799 FakeData Rd,tx692,0,473.107.102.717
693,5814@gmail.com,515945402,5.77E+15,2164365-E32X-500,8201 FakeData Rd,6846 FakeData Rd,tx693,0,570.586.444.368
694,751@gmail.com,871190053,5.27E+15,4924885-E32X-500,84066 FakeData Rd,45638 FakeData Rd,tx694,0,666.904.29.267
695,1068@gmail.com,563765272,5.67E+15,371477-E32X-500,24174 FakeData Rd,68811 FakeData Rd,tx695,0,992.250.337.946
696,7569@gmail.com,496851511,5.88E+15,6455053-E32X-500,43753 FakeData Rd,42563 FakeData Rd,tx696,0,291.267.20.103
697,5375@gmail.com,687728767,5.87E+15,1875779-E32X-500,15551 FakeData Rd,52736 FakeData Rd,tx697,0,500.940.16.623
698,2842@gmail.com,736809990,5.76E+15,8717413-E32X-500,1179 FakeData Rd,86338 FakeData Rd,tx698,0,820.522.909.884
699,7899@gmail.com,596884828,5.30E+15,4298484-E32X-500,64145 FakeData Rd,85991 FakeData Rd,tx699,0,553.634.101.577
700,2752@gmail.com,435387687,5.59E+15,6753919-E32X-500,48820 FakeData Rd,53498 FakeData Rd,tx700,0,159.253.920.587
701,4703@gmail.com,895049979,5.70E+15,954788-E32X-500,83750 FakeData Rd,57849 FakeData Rd,tx701,0,827.756.935.511
702,6586@gmail.com,738783990,5.49E+15,5986878-E32X-500,7799 FakeData Rd,45421 FakeData Rd,tx702,0,496.255.418.359
703,9407@gmail.com,432560798,5.50E+15,8276248-E32X-500,38487 FakeData Rd,66291 FakeData Rd,tx703,0,556.712.104.373
704,6268@gmail.com,450273877,5.31E+15,3909721-E32X-500,35113 FakeData Rd,25350 FakeData Rd,tx704,0,206.627.56.175
705,2509@gmail.com,516505784,5.23E+15,915560-E32X-500,88102 FakeData Rd,57266 FakeData Rd,tx705,0,553.528.779.680
706,329@gmail.com,481566730,5.40E+15,1217124-E32X-500,6774 FakeData Rd,42079 FakeData Rd,tx706,0,476.325.514.686
707,4162@gmail.com,775987203,5.46E+15,5786271-E32X-500,32097 FakeData Rd,53062 FakeData Rd,tx707,0,890.961.984.816
708,850@gmail.com,767951970,5.24E+15,6097460-E32X-500,80524 FakeData Rd,73029 FakeData Rd,tx708,0,518.521.132.330
709,5030@gmail.com,661885702,5.30E+15,861230-E32X-500,28699 FakeData Rd,1968 FakeData Rd,tx709,0,137.729.28.111
710,4707@gmail.com,515123065,5.60E+15,6622418-E32X-500,37010 FakeData Rd,65489 FakeData Rd,tx710,0,489.615.229.496
711,3512@gmail.com,670537208,5.31E+15,4905748-E32X-500,41607 FakeData Rd,65814 FakeData Rd,tx711,0,110.691.607.129
712,8060@gmail.com,840983379,5.24E+15,3333035-E32X-500,37862 FakeData Rd,22937 FakeData Rd,tx712,0,372.561.643.334
713,5530@gmail.com,588773917,5.35E+15,3415102-E32X-500,7450 FakeData Rd,16815 FakeData Rd,tx713,0,610.828.796.693
714,1512@gmail.com,543453494,5.31E+15,5062810-E32X-500,54751 FakeData Rd,16284 FakeData Rd,tx714,0,196.572.801.139
715,1595@gmail.com,487139859,5.44E+15,1167085-E32X-500,60829 FakeData Rd,1482 FakeData Rd,tx715,0,187.185.187.107
716,7219@gmail.com,750942017,5.80E+15,6713571-E32X-500,77962 FakeData Rd,3580 FakeData Rd,tx716,0,871.919.394.616
717,2656@gmail.com,444918443,5.34E+15,3461280-E32X-500,55331 FakeData Rd,54457 FakeData Rd,tx717,0,112.209.167.93
718,2354@gmail.com,834964316,5.73E+15,2641601-E32X-500,30894 FakeData Rd,30292 FakeData Rd,tx718,0,931.522.712.777
719,4607@gmail.com,895600041,5.62E+15,6840181-E32X-500,36871 FakeData Rd,50148 FakeData Rd,tx719,0,142.662.670.462
720,3836@gmail.com,499178069,5.64E+15,3016748-E32X-500,16647 FakeData Rd,8859 FakeData Rd,tx720,0,172.841.141.241
721,3891@gmail.com,881413857,5.83E+15,6674757-E32X-500,44941 FakeData Rd,85378 FakeData Rd,tx721,0,600.843.374.313
722,5518@gmail.com,595180706,5.59E+15,4537683-E32X-500,34160 FakeData Rd,74195 FakeData Rd,tx722,0,206.398.244.906
723,5303@gmail.com,869402463,5.73E+15,4052996-E32X-500,48053 FakeData Rd,25741 FakeData Rd,tx723,0,791.206.951.640
724,7062@gmail.com,796867816,5.43E+15,1808682-E32X-500,7628 FakeData Rd,26194 FakeData Rd,tx724,0,230.759.557.811
725,6058@gmail.com,482260337,5.71E+15,8513854-E32X-500,83057 FakeData Rd,73325 FakeData Rd,tx725,0,942.158.735.196
726,5688@gmail.com,622623646,5.55E+15,4692967-E32X-500,70542 FakeData Rd,40975 FakeData Rd,tx726,0,903.661.642.399
727,894@gmail.com,775974079,5.40E+15,5854542-E32X-500,1851 FakeData Rd,7388 FakeData Rd,tx727,0,561.922.146.3
728,4510@gmail.com,588688968,5.89E+15,5273528-E32X-500,39662 FakeData Rd,10159 FakeData Rd,tx728,0,696.464.169.165
729,8973@gmail.com,422845523,5.23E+15,5397942-E32X-500,7775 FakeData Rd,63899 FakeData Rd,tx729,0,149.977.290.567
730,7923@gmail.com,827661582,5.56E+15,4912822-E32X-500,24765 FakeData Rd,2853 FakeData Rd,tx730,0,487.748.902.572
731,8933@gmail.com,411193433,5.64E+15,92154-E32X-500,87297 FakeData Rd,62195 FakeData Rd,tx731,0,776.308.231.427
732,2536@gmail.com,738017122,5.48E+15,4092252-E32X-500,82202 FakeData Rd,57079 FakeData Rd,tx732,0,791.702.232.507
733,8649@gmail.com,539857022,5.80E+15,2079435-E32X-500,60803 FakeData Rd,80706 FakeData Rd,tx733,0,747.164.718.830
734,6197@gmail.com,628390160,5.45E+15,9037176-E32X-500,65472 FakeData Rd,63092 FakeData Rd,tx734,0,470.970.220.970
735,455@gmail.com,753852832,5.62E+15,439596-E32X-500,68351 FakeData Rd,814 FakeData Rd,tx735,1,374.262.666.13
736,1502@gmail.com,408106777,5.58E+15,5904276-E32X-500,3923 FakeData Rd,75890 FakeData Rd,tx736,0,649.223.365.31
737,2775@gmail.com,656848532,5.44E+15,7447734-E32X-500,13454 FakeData Rd,15714 FakeData Rd,tx737,0,633.791.852.195
738,5000@gmail.com,419077770,5.79E+15,4966390-E32X-500,60404 FakeData Rd,40397 FakeData Rd,tx738,1,230.437.793.650
739,1645@gmail.com,831888261,5.56E+15,2914005-E32X-500,9971 FakeData Rd,68189 FakeData Rd,tx739,0,677.443.155.39
740,6274@gmail.com,560537138,5.80E+15,3494757-E32X-500,7068 FakeData Rd,82020 FakeData Rd,tx740,0,230.552.710.956
741,1838@gmail.com,591009739,5.74E+15,480855-E32X-500,25534 FakeData Rd,15307 FakeData Rd,tx741,0,648.561.385.406
742,1497@gmail.com,560063522,5.58E+15,581971-E32X-500,47180 FakeData Rd,50833 FakeData Rd,tx742,0,809.346.605.883
743,4688@gmail.com,835510157,5.77E+15,8966852-E32X-500,45827 FakeData Rd,1717 FakeData Rd,tx743,0,568.295.652.253
744,7878@gmail.com,526096182,5.61E+15,1484384-E32X-500,31587 FakeData Rd,25219 FakeData Rd,tx744,1,123.673.426.734
745,5362@gmail.com,680507671,5.71E+15,3223697-E32X-500,53190 FakeData Rd,49948 FakeData Rd,tx745,0,152.947.885.602
746,1944@gmail.com,551935642,5.32E+15,1308533-E32X-500,3181 FakeData Rd,81041 FakeData Rd,tx746,0,810.520.8.922
747,6678@gmail.com,791664995,5.45E+15,5385573-E32X-500,75619 FakeData Rd,20167 FakeData Rd,tx747,0,872.530.765.104
748,4314@gmail.com,723607979,5.90E+15,2041443-E32X-500,79371 FakeData Rd,66248 FakeData Rd,tx748,0,121.183.913.769
749,419@gmail.com,500366138,5.75E+15,1780874-E32X-500,76557 FakeData Rd,16467 FakeData Rd,tx749,0,182.622.379.904
750,242@gmail.com,472496902,5.38E+15,29948-E32X-500,87483 FakeData Rd,56563 FakeData Rd,tx750,0,655.315.109.300
751,1253@gmail.com,778038339,5.54E+15,3290945-E32X-500,24901 FakeData Rd,78930 FakeData Rd,tx751,0,674.347.676.560
752,9402@gmail.com,438461689,5.86E+15,6138903-E32X-500,73112 FakeData Rd,64630 FakeData Rd,tx752,0,190.914.389.476
753,4790@gmail.com,522098154,5.38E+15,6201169-E32X-500,14376 FakeData Rd,83761 FakeData Rd,tx753,0,697.571.786.449
754,4861@gmail.com,894841684,5.74E+15,9659099-E32X-500,39110 FakeData Rd,58964 FakeData Rd,tx754,0,325.192.254.76
755,7714@gmail.com,441052259,5.57E+15,1507983-E32X-500,86305 FakeData Rd,75051 FakeData Rd,tx755,0,274.458.761.914
756,9636@gmail.com,594494327,5.84E+15,7112376-E32X-500,15590 FakeData Rd,88739 FakeData Rd,tx756,0,267.916.51.996
757,1646@gmail.com,762154362,5.70E+15,2295588-E32X-500,81283 FakeData Rd,11582 FakeData Rd,tx757,0,587.720.490.904
758,1270@gmail.com,730407792,5.33E+15,9912710-E32X-500,8592 FakeData Rd,13333 FakeData Rd,tx758,0,260.427.75.236
759,7361@gmail.com,789585818,5.82E+15,6402801-E32X-500,40548 FakeData Rd,63823 FakeData Rd,tx759,1,430.819.997.7
760,5988@gmail.com,772927136,5.85E+15,1623308-E32X-500,87405 FakeData Rd,46227 FakeData Rd,tx760,0,801.232.650.723
761,1834@gmail.com,425512565,5.69E+15,2307887-E32X-500,15644 FakeData Rd,41577 FakeData Rd,tx761,0,650.534.527.638
762,9673@gmail.com,835383904,5.65E+15,3191137-E32X-500,33094 FakeData Rd,19913 FakeData Rd,tx762,0,933.726.122.753
763,1501@gmail.com,444326427,5.40E+15,7283815-E32X-500,8770 FakeData Rd,78210 FakeData Rd,tx763,1,546.825.805.419
764,2486@gmail.com,506715722,5.81E+15,7327652-E32X-500,61441 FakeData Rd,82612 FakeData Rd,tx764,0,649.773.386.61
765,2160@gmail.com,767607417,5.65E+15,9161013-E32X-500,42027 FakeData Rd,25268 FakeData Rd,tx765,0,338.314.676.112
766,7191@gmail.com,886556416,5.53E+15,3865480-E32X-500,9712 FakeData Rd,61000 FakeData Rd,tx766,0,708.212.130.45
767,6744@gmail.com,401706298,5.74E+15,5789052-E32X-500,24169 FakeData Rd,56700 FakeData Rd,tx767,0,968.600.196.142
768,3737@gmail.com,511553494,5.60E+15,8209946-E32X-500,74160 FakeData Rd,6990 FakeData Rd,tx768,0,237.153.433.752
769,1283@gmail.com,538820505,5.38E+15,3831073-E32X-500,53357 FakeData Rd,41591 FakeData Rd,tx769,0,926.172.212.554
770,1324@gmail.com,429926455,5.29E+15,4520116-E32X-500,8542 FakeData Rd,55054 FakeData Rd,tx770,0,590.944.329.761
771,4665@gmail.com,425048010,5.67E+15,2465712-E32X-500,78490 FakeData Rd,31867 FakeData Rd,tx771,0,527.518.76.274
772,9970@gmail.com,823087492,5.67E+15,1266491-E32X-500,61236 FakeData Rd,21086 FakeData Rd,tx772,0,302.562.603.337
773,8886@gmail.com,576997733,5.29E+15,6184862-E32X-500,86589 FakeData Rd,58857 FakeData Rd,tx773,0,185.733.96.610
774,530@gmail.com,644259087,5.27E+15,3623125-E32X-500,75318 FakeData Rd,84916 FakeData Rd,tx774,0,201.502.279.389
775,5811@gmail.com,792146197,5.24E+15,9844201-E32X-500,87142 FakeData Rd,14323 FakeData Rd,tx775,0,149.398.557.270
776,4612@gmail.com,646982827,5.71E+15,147307-E32X-500,16534 FakeData Rd,1507 FakeData Rd,tx776,0,549.583.138.226
777,7069@gmail.com,487595413,5.35E+15,5438300-E32X-500,87536 FakeData Rd,75585 FakeData Rd,tx777,0,128.393.617.776
778,5351@gmail.com,593484969,5.71E+15,7844948-E32X-500,76747 FakeData Rd,84618 FakeData Rd,tx778,1,812.797.831.955
779,7644@gmail.com,707963464,5.77E+15,1065877-E32X-500,79921 FakeData Rd,59819 FakeData Rd,tx779,0,411.812.300.306
780,5269@gmail.com,619174773,5.67E+15,4192525-E32X-500,53778 FakeData Rd,3296 FakeData Rd,tx780,0,800.929.393.337
781,8166@gmail.com,863223422,5.51E+15,4240450-E32X-500,57647 FakeData Rd,82149 FakeData Rd,tx781,0,221.786.669.239
782,2679@gmail.com,818323285,5.33E+15,5465146-E32X-500,65456 FakeData Rd,68332 FakeData Rd,tx782,0,624.729.150.79
783,6966@gmail.com,465404472,5.66E+15,5543222-E32X-500,80809 FakeData Rd,2001 FakeData Rd,tx783,0,268.564.474.621
784,2160@gmail.com,735498262,5.79E+15,7703091-E32X-500,8603 FakeData Rd,33677 FakeData Rd,tx784,0,458.981.332.709
785,1676@gmail.com,624415360,5.64E+15,1165316-E32X-500,84731 FakeData Rd,19829 FakeData Rd,tx785,0,632.697.381.423
786,5097@gmail.com,548955675,5.22E+15,157284-E32X-500,17263 FakeData Rd,33712 FakeData Rd,tx786,0,341.118.170.170
787,5207@gmail.com,405140012,5.41E+15,6190008-E32X-500,86266 FakeData Rd,8535 FakeData Rd,tx787,0,621.302.619.80
788,8299@gmail.com,453803217,5.90E+15,7192007-E32X-500,42814 FakeData Rd,66290 FakeData Rd,tx788,0,246.679.722.886
789,7730@gmail.com,403999919,5.21E+15,7448705-E32X-500,21719 FakeData Rd,63602 FakeData Rd,tx789,0,857.606.375.850
790,9469@gmail.com,403474566,5.91E+15,7049175-E32X-500,86764 FakeData Rd,48922 FakeData Rd,tx790,0,478.255.481.32
791,5015@gmail.com,792317278,5.52E+15,1625959-E32X-500,53926 FakeData Rd,3045 FakeData Rd,tx791,0,208.392.262.939
792,2336@gmail.com,698730482,5.87E+15,745576-E32X-500,15849 FakeData Rd,74014 FakeData Rd,tx792,0,121.728.379.995
793,1007@gmail.com,432693148,5.28E+15,7586914-E32X-500,66332 FakeData Rd,34159 FakeData Rd,tx793,0,221.639.309.149
794,5909@gmail.com,698825144,5.79E+15,4826745-E32X-500,29953 FakeData Rd,85078 FakeData Rd,tx794,0,560.788.995.620
795,8851@gmail.com,693364466,5.86E+15,1616446-E32X-500,6608 FakeData Rd,56205 FakeData Rd,tx795,0,837.157.444.735
796,1225@gmail.com,627759380,5.73E+15,7726832-E32X-500,3904 FakeData Rd,34918 FakeData Rd,tx796,0,222.128.717.272
797,4042@gmail.com,541596572,5.46E+15,4239785-E32X-500,50654 FakeData Rd,42965 FakeData Rd,tx797,0,883.470.894.897
798,3151@gmail.com,880914742,5.35E+15,4478564-E32X-500,28905 FakeData Rd,58208 FakeData Rd,tx798,0,671.397.217.45
799,3311@gmail.com,805682700,5.49E+15,5490271-E32X-500,66266 FakeData Rd,13559 FakeData Rd,tx799,0,215.250.317.705
800,4439@gmail.com,565906500,5.74E+15,2573227-E32X-500,33968 FakeData Rd,83185 FakeData Rd,tx800,0,417.858.849.280
801,3050@gmail.com,786723670,5.74E+15,3330409-E32X-500,55795 FakeData Rd,89636 FakeData Rd,tx801,0,635.600.618.895
802,6045@gmail.com,721579903,5.46E+15,2529708-E32X-500,50791 FakeData Rd,83940 FakeData Rd,tx802,0,873.623.368.217
803,9905@gmail.com,894019985,5.64E+15,763729-E32X-500,46487 FakeData Rd,51861 FakeData Rd,tx803,0,284.704.68.163
804,580@gmail.com,882675281,5.41E+15,9923955-E32X-500,37118 FakeData Rd,79204 FakeData Rd,tx804,0,972.731.220.620
805,4185@gmail.com,892555125,5.46E+15,6708173-E32X-500,37164 FakeData Rd,58789 FakeData Rd,tx805,0,360.848.56.186
806,2560@gmail.com,617934443,5.24E+15,2030996-E32X-500,83840 FakeData Rd,67425 FakeData Rd,tx806,0,924.395.563.625
807,9016@gmail.com,723502676,5.26E+15,8856864-E32X-500,54443 FakeData Rd,33860 FakeData Rd,tx807,0,221.690.436.670
808,6719@gmail.com,644972693,5.27E+15,6618720-E32X-500,36565 FakeData Rd,67651 FakeData Rd,tx808,0,369.231.323.554
809,4445@gmail.com,447705657,5.63E+15,9316911-E32X-500,37466 FakeData Rd,10594 FakeData Rd,tx809,0,102.524.850.726
810,9835@gmail.com,827996292,5.25E+15,2946333-E32X-500,59343 FakeData Rd,4963 FakeData Rd,tx810,0,684.239.8.68
811,9994@gmail.com,720062736,5.22E+15,84061-E32X-500,41930 FakeData Rd,89239 FakeData Rd,tx811,0,958.562.519.905
812,8785@gmail.com,653011816,5.80E+15,1065088-E32X-500,44810 FakeData Rd,87886 FakeData Rd,tx812,0,920.975.984.219
813,8428@gmail.com,628099364,5.59E+15,5616995-E32X-500,15096 FakeData Rd,4729 FakeData Rd,tx813,0,445.546.738.744
